"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"67fd8fa55a30552faf7c9016","ab36011e-d9fa-4569-984e-8d8de4a77b6a","PHYSICAL","lattafa","vintage-castle-100-ml-niche","Vintage Castle by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Niche Emarati<strong> Vintage Castle by Lattafa Perfumes</strong> is a fragrance woven with the spirit of timeless grandeur and hidden enchantment. Opening with the earthy mystery of green patchouli and the powdery elegance of iris, it greets you like the first step into an ancient castle hall, cool and majestic. The heart unfolds with luminous mimosa entwined with patchouli, evoking golden light streaming through stained-glass windows onto polished stone. Finally, the base lingers with a daring symphony of patchouli, civet, and sweet marshmallow—an opulent contrast of wild intensity and velvety indulgence. Like a crown of scent, <strong>Vintage Castle</strong> surrounds its wearer with an aura of regal mystery, where power meets tenderness and history whispers through every note. A luxurious, unisex creation for those who long to carry the charm of a noble legacy into the present.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes:</span></strong><span> Patchouli (Green) and Iris.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes:</span></strong><span> Patchouli and Mimosa.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes:</span></strong><span> Patchouli, Civet and Marshmallow.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ7432253","","","","","","","","","","","","","90.00","60.00","Yes","6","/unisex, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f0ef7cc7-924c-4e9a-b685-32f012f95b80/image_Pippit_202508301210+%2814%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c999f42b-5483-46e1-a25f-73d56fc72f10/image_Pippit_202508301210+%2815%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/ad38d831-1bbc-4d73-8edb-2f440eb6d341/Screenshot+2025-08-30+152323.png"
"67fd8fa57869c808d46be11d","da12920a-fc90-4872-9645-663e9606053e","PHYSICAL","lattafa","coastal-pour-femme-100-ml","Coastal Pour Femme by Maison Alhambra (Lattafa Perfumes)","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Coastal Pour Femme by Maison Alhambra</strong> is a fragrance that feels like the whisper of a sea breeze at dawn, carrying with it both mystery and grace. It opens with the delicate brightness of freesia, lightly spiced with a touch of allspice, like the first spark of sunlight over gentle waves. At its heart, a romantic bouquet unfolds—velvety Bulgarian rose, luminous jasmine, and tender heliotrope, wrapped in the exotic warmth of hibiscus and ambrette, creating a dreamy and feminine aura. As the scent settles, the grounding embrace of sandalwood and cedarwood lingers, like driftwood washed ashore, smooth and timeless. This perfume is a fairytale of the coast—floral, sensual, and serene, designed for women who embody elegance and freedom, leaving a trail as captivating as the horizon itself.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Freesia and Allspice.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: White Heliotrope, Bulgarian Rose, Hibiscus, Ambrette and Jasmine.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Sandalwood and Cedarwood.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ3447101","","","","","","","","","","","","","35.00","17.64","Yes","4","/women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/eb11bfab-9059-4741-9845-a3fad4daf7f3/image_Pippit_202508301210+%2820%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/6cbe49dd-7328-450a-b8bf-9a623702baf7/image_Pippit_202508301210+%2821%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/83c22f56-a1e4-4629-aa6c-016fed20fda3/Screenshot+2025-08-30+160849.png"
"67fd8fa65a30552faf7c9018","73252de5-593c-4c47-9e02-c80d0ab2b8a3","PHYSICAL","lattafa","no-i-50-ml-signatures","Signatures No I by Maison Alhambra (Lattafa Perfumes)","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Signatures No I by Maison Alhambra</strong> is a fragrance woven like an ancient tale, where mystery meets elegance. It opens with the delicate, golden glow of osmanthus entwined with the exotic sweetness of ylang ylang, like the first rays of dawn breaking over a hidden garden. As the heart unfolds, supple leather and soft musk whisper of strength and intimacy, a silent dance between power and allure. Finally, the base lingers with the warm embrace of tobacco, wrapped in the timeless depth of sandalwood and cedar — a forest kissed by smoke and secrets. Bold yet refined, this perfume carries the spirit of a signature left in time: unforgettable, enduring, and enchanting.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Osmanthus and Ylang Ylang.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Leather and Musk.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Tobacco, Sandalwood and Cedar.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 50 ml EDP package.</p>","SQ4671274","","","","","","","","","","","","","29.99","19.85","Yes","0","/unisex, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/270f3804-b231-4640-8d55-24c6dbe08187/image_Pippit_202508301210+%284%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/877b22a7-f63e-4d4c-81bc-944e3e1cc095/image_Pippit_202508301210+%285%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/84b4b43b-291a-43d3-9ca9-3578eb81194d/Screenshot+2025-08-30+135341.png"
"67fd8fa6f3195006a25f7cb4","26aa4375-bd2e-40a8-9c0d-3af602d38fff","PHYSICAL","lattafa","infini-oud-joyous-100-ml","Infini Oud Joyous by Maison Alhambra (Lattafa Perfumes)","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Infini Oud Joyous by Maison Alhambra</strong> is a fragrance woven like a tale of mystery and light. It opens with the sparkling brightness of bergamot touched by the warm fire of ginger, like dawn breaking over an enchanted forest. At its heart, the story deepens—dark, sweet licorice melts into smoky oud and noble cedar wood, conjuring images of ancient temples and hidden treasures. The base lingers like a whispered spell, where creamy vanilla dances with soft musk, wrapped in a green, herbaceous veil that feels both grounding and otherworldly. This perfume is both bold and tender, a balance of shadow and glow, created for dreamers who wish to carry a touch of magic with them. A scent that turns every step into a fairy-tale moment.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Top Notes:&nbsp;</strong><span>Bergamot and Ginger.</span><br><strong>Heart Notes: </strong><span>Licorice, Oud and Cedar Wood.</span><br><strong>Base Notes:</strong><span> Vanilla, Musk and Herbaceous.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ8867075","","","","","","","","","","","","","50.00","26.00","Yes","2","/unisex, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/6212b759-63f7-466f-8b8a-021ccb99e3da/image_Pippit_202508301210+%2810%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c6b6a739-0a5b-4fa3-a250-49c9c34c39ce/image_Pippit_202508301210+%2811%29.jpeg"
"67fd8fa736ea51214f3e5e21","55af0279-52f1-4a11-bb14-26d2f0f91794","PHYSICAL","lattafa","infini-oud-100-ml","Infini Oud by Maison Alhambra (Lattafa Perfumes)","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Infini Oud by Maison Alhambra</strong> is a fragrance that feels like a journey into a mystical forest at twilight. It opens with the warm, spicy embrace of nutmeg, softened by the calming touch of lavender—like a whisper of dusk settling over nature. As the heart unfolds, deep agarwood and earthy patchouli rise, weaving an aura both enchanting and mysterious, as if walking through ancient woods lit by silver moonlight. The base lingers with the same woody richness, anchored by velvety musk, leaving behind a trail that is powerful yet comforting. This perfume tells a story of timeless elegance, where strength meets serenity, making it the perfect signature scent for those who wish to carry a touch of magic wherever they go.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Nutmeg and Lavender.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Agarwood and Patchouli.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Agarwood, Patchouli and Musk.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ2067150","","","","","","","","","","","","","49.99","26.00","Yes","2","/unisex, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/6365d8a5-a72c-4cfe-a6a2-dde6f5b13e89/image_Pippit_202508301210.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/d64679ca-309c-4e60-acdf-ae0d7193cb9c/image_Pippit_202508301210+%281%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/9ef7c5e5-8f64-48db-9424-b7ce9295ac56/Screenshot+2025-08-30+123347.png"
"67fd8fa85a30552faf7c901c","c174dacd-dde3-40ee-9b9d-89832aa835ac","PHYSICAL","lattafa","oud-mood-reminiscence-100-ml-edp","Oud Mood Reminiscence (Silver) by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Oud Mood Reminiscence (Silver) by Lattafa Perfumes</strong> is a scent that captures the spirit of elegance and strength in perfect harmony. It opens with a sparkling burst of bergamot, apple, and pineapple, adding a fresh, radiant energy. The heart reveals a refined blend of rose, Moroccan jasmine, patchouli, and smoky birch, balancing floral softness with depth and character. As it settles, warm musk, rich oakmoss, creamy vanilla, and a touch of ambergris linger on the skin, leaving an unforgettable trail. This fragrance is both modern and timeless, ideal for those who want to exude confidence, sophistication, and allure throughout the day and into the night. A true signature scent that makes every moment feel extraordinary.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Bergamot, Apple and Pineapple.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Rose, Birch, Patchouli and Moroccan Jasmine.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Musk, Oakmoss, Vanilla and Ambergris.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ4204372","","","","","","","","","","","","","39.99","21.50","Yes","12","/men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/23f39b79-14b4-4337-9ad9-cc3586fc1933/image_Pippit_202509011438+%282%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/add17219-3ffa-408b-adf6-dec8960512fa/image_Pippit_202509011438+%283%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/8b56edb1-8269-48bd-986d-3bfa684539ee/Screenshot+2025-09-01+145229.png"
"67fd8fa85a30552faf7c901e","b7f6ea6e-1295-4c07-8c56-eada207e3580","PHYSICAL","lattafa","raed-100-ml-edp","Ra'ed Silver by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Ra’ed Silver by Lattafa Perfumes</strong> is a fragrance of contrasts, bright, fiery, and mysteriously deep. It opens with a sparkling rush of citruses and mandarin, lightly dusted with spices that awaken the senses. At its heart, warmth takes over: cinnamon entwines with saffron and amber, creating a golden glow enriched by the intensity of cloves. As the fragrance settles, a bold and elegant base emerges, velvety vanilla and soft musk meet the strength of leather, oud, and ambergris, leaving a trail that is both powerful and refined. <strong>Ra’ed Silver</strong> is a statement scent for those who thrive on intensity and sophistication, a fragrance that lingers with authority yet whispers luxury with every note.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Citruses, Spices and Mandarin Orange.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Cinnamon, Amber, Saffron and Cloves.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Vanilla, Musk, Leather, Agarwood (Oud) and Ambergris.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ7112468","","","","","","","","","","","","","35.00","21.50","Yes","0","/unisex, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c1a0af26-7317-4ccb-b55e-52892fdc9fdf/image_Pippit_202508311301+%2810%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/eee4104d-b82c-4f48-9b94-31a687ce4b08/image_Pippit_202508311301+%2811%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/ae664bf6-ff92-431a-90d6-01316a4836ea/Screenshot+2025-08-31+151650.png"
"67fd8faa36ea51214f3e5e26","d6f6f5f3-4c4b-4522-a977-810dcab72d0e","PHYSICAL","lattafa","fakhar-lattafa-man-pride-of-lattafa-100-ml-edp","Fakhar Black by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Fakhar Black by Lattafa Perfumes</strong> is a bold and refined fragrance crafted for those who want to leave a lasting impression. It opens with a vibrant sparkle of crisp apple, fresh bergamot, and spicy ginger, setting a confident and energizing tone. The heart reveals a sophisticated blend of aromatic lavender, earthy sage, juniper berries, and a touch of floral geranium, bringing depth and balance to the composition. As it settles, warm tonka bean, smoky cedar, amberwood, and vetiver create a magnetic, masculine base that lingers with power and elegance. Perfect for evenings, special occasions, or whenever you want to stand out, <strong>Fakhar Black</strong> is a fragrance that embodies strength, charisma, and timeless style.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Apple, Bergamot and Ginger.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Lavender, Sage, Juniper Berries and Geranium.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Tonka Bean, Cedar, Amberwood and Vetiver.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ2024514","","","","","","","","","","","","","39.99","26.40","Yes","0","/men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/ad3cede8-ed98-4fde-8e15-55b85e76aa9f/image_Pippit_202508311301+%2818%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f093306e-b8e8-40f9-b89f-18f678ec4183/image_Pippit_202508311301+%2819%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/14d4b326-f73d-4c2a-89a8-77a97ce20062/Screenshot+2025-08-31+173040.png"
"67fd8fac5a30552faf7c9021","537acb7f-2004-4d99-8c67-f56bd16c6e84","PHYSICAL","lattafa","emaan-100-ml-edp","Emaan by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Emaan by Lattafa Perfumes</strong> is a fragrance woven like a fairytale—where each note feels like a delicate chapter of enchantment. It opens with the radiant glow of orange blossom and bergamot, softened by the sweetness of black currant, like the first rays of dawn kissing a secret garden. As the story deepens, a bouquet of tuberose, jasmine, and marigold blooms in full splendor, painting the air with a luminous, feminine charm. Finally, the fragrance settles into a mesmerizing embrace of musk, vanilla, patchouli, and cedarwood, leaving behind an aura both graceful and mysterious. <strong>Emaan </strong>is not just a perfume—it is a whisper of elegance, a trail of allure, and a timeless symbol of confidence wrapped in floral magic. Perfect for the woman who wishes to carry her own fairytale wherever she goes.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Orange Blossom, Bergamot and Black Currant.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Tuberose, Jasmine and Marigold.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Musk, Vanilla, Patchouli and Cedarwood.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ6340182","","","","","","","","","","","","","49.99","27.50","Yes","8","/women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/e36f5ac6-0601-46f2-84ff-1b40faad00c7/image_Pippit_202508301210+%2818%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c550a23f-903d-4ad3-ae76-82865c100c5a/image_Pippit_202508301210+%2819%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/cfe8f12e-d9b4-497d-9e4f-9272f4926d47/Screenshot+2025-08-30+155133.png"
"67fd8fae36ea51214f3e5e2a","827e54fc-c9be-4331-8145-15449d8d218f","PHYSICAL","lattafa","asad-zanzibar-100-ml","Asad Zanzibar by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Asad Zanzibar by Lattafa Perfumes</strong> is a fragrance that feels like a breeze carried from distant shores. It opens with the cool elegance of lavender touched by the subtle fire of black pepper, a contrast that intrigues from the very first breath. At its heart, the scent drifts into something more exotic—coconut water mingling with delicate iris, kissed by a whisper of salt, evoking the rhythm of ocean waves against white sands. As the journey deepens, warm vanilla and smoky incense rise, leaving behind a trail that is both comforting and mysterious. This is a fragrance of escape and allure, perfect for those who carry the spirit of travel and adventure wherever they go. A scent that lingers like a memory of golden sunsets over endless seas.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Lavender and Black Pepper</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Coconut Water, Iris and Salt.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Vanilla and Incense.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ5624636","","","","","","","","","","","","","39.99","29.90","Yes","2","/men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/19b22f51-58a6-4181-848d-4e5046fa4332/image_Pippit_202508311301+%284%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/66796760-5b59-4617-8c21-c3bf6b1f1219/image_Pippit_202508311301+%285%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/10701311-15d2-406a-bfee-6b926d79b9a9/Screenshot+2025-08-31+135504.png"
"6810db9d00209541303a4d45","f3b139e0-cf51-4f99-b900-af52f3b6ff49","PHYSICAL","lattafa","ueuilhz5ycv5l0qr5efxov8tw0hzby","Oud Mood by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Oud Mood by Lattafa Perfumes </strong>is a fragrance woven from mystery and allure, like a tale whispered under a golden desert moon. It begins with a shimmering touch of rose, saffron, and pimento—an opening that feels like petals kissed by firelight. Soon, the heart unfolds into a luxurious embrace of oud, rich caramel, and delicate florals, softened by the earthiness of patchouli. As the story deepens, warm amber, glowing resins, and a veil of incense linger in the air, enriched by velvety musk and noble woods. This is not just a scent—it is an enchantment, a journey into a world of opulence and timeless charm, leaving behind a trail both captivating and unforgettable.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Rose, Saffron and Pimento</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Agarwood (Oud), Caramel, Floral Notes and Patchouli.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Woody Notes, Amber, Resins, Incense and Musk.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ9705189","","","","","","","","","","","","","40.00","30.00","Yes","1","/unisex, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/6c24c8dd-a1c4-4e77-9336-72834a1a9e5c/image_Pippit_202508311301+%281%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/bdc553bc-d5a6-4589-a473-e91d6cddefd0/image_Pippit_202508311301.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/0f6105be-4479-46f0-8e75-6928f6ea0690/Screenshot+2025-08-30+174344.png"
"6810dea18eddd01b95057ce0","1b5f3fa4-4c97-475a-adbf-800d78a2b715","PHYSICAL","lattafa","khalis-musk-pure-musk-100-ml-edp","Khalis Musk (Pure Musk) by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Khalis Musk (Pure Musk) by Lattafa Perfumes</strong> is the very essence of purity captured in a bottle. Built around the singular note of pure musk, this fragrance feels soft, clean, and ethereal, like freshly washed linen kissed by a gentle breeze. It carries a subtle warmth that caresses the skin, creating an aura of serenity and elegance without overwhelming. Minimalistic yet captivating, <strong>Khalis Musk</strong> is the kind of scent that becomes part of you—delicate, timeless, and effortlessly graceful. Perfect for those who cherish understated beauty, it’s a fragrance that whispers rather than shouts, leaving behind a refined, unforgettable trail.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Fragrance Note: Pure Musk.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ6171208","","","","","","","","","","","","","28.00","17.90","Yes","0","/unisex, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/72b0ff59-2cbf-466f-99c3-46f97be9cf16/image_Pippit_202509011438.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f4d12630-f87e-4845-82b4-339a50c406f9/image_Pippit_202509011438+%281%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/5fc536ed-50d0-4278-9d10-eb31478bcd3b/Screenshot+2025-09-01+143830.png"
"6810e0728eddd01b95057e9f","294e45ac-cdb0-4614-8b2b-ffca9e3e5382","PHYSICAL","lattafa","al-noble-wazeer-100ml","Al Noble Wazeer by Lattafa Perfumes","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Al Noble Wazeer by Lattafa Perfumes</strong> is a fragrance that feels like stepping into a royal fairytale garden at twilight. The journey begins with a refreshing breeze of mint, orange, juniper, and sparkling bergamot—like the first golden rays of dawn touching enchanted leaves. As the heart unfolds, a deliciously magical blend of chocolate and caramel dances with delicate iris, sweet pear, and playful raspberry, weaving a tapestry of charm and temptation. Finally, the base settles into a warm, majestic embrace of amber, vanilla, cedar, musk, sandalwood, and vetiver—soft yet powerful, like a king’s cloak resting gently upon the shoulders. Al Noble Wazeer is a story of elegance and allure, both regal and inviting, crafted for those who wish to leave behind an unforgettable trail of mystery and sweetness.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Top Notes: Mint, Orange, Juniper and Bergamot.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Middle Notes: Chocolate, Caramel, Iris, Pear and Raspberry.</span></p><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>Base Notes: Amber, Vanilla, Cedar, Musk, Sandalwood and Vetiver.</span></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">We have it available in the original sealed 100 ml EDP package.</p>","SQ7797955","","","","","","","","","","","","","39.99","25.90","Yes","0","/unisex, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/72a8d5e5-a587-4091-8179-d234a0e65b96/image_Pippit_202508301210+%2812%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/7edf5c88-35b1-4813-8c9e-25884c1b3a83/image_Pippit_202508301210+%2813%29.jpeg https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/01063279-936d-4c57-a30c-075e50c43e8f/Screenshot+2025-08-30+144625.png"
